Unnamed: 0.1	Unnamed: 0	id	author_id	like_count	quote_count	reply_count	retweet_count	referenced_tweet_id	referenced_tweet_type	text	negative	neutral	positive
127	15	3.959181915047977e+17	210578261.0	0.0	0.0	0.0	1.0			The Big Bad Wolf is Coming! #WolfofWallStreet best trailer so far! http://t.co/wHkP9GQiXy	0.0049	0.0409	0.9542
128	16	3.958849065316598e+17	219698799.0	0.0	0.0	1.0	0.0			New #WolfofWallStreet trailer: http://t.co/i9uPdrT6st #swoon	0.007	0.2188	0.7743
129	17	3.958737464492073e+17	27408764.0	0.0	0.0	0.0	0.0			Leonardo DiCaprio. Martin Scorcese. The dream team. This looks so much fun! Can't wait! #WolfofWallStreet https://t.co/PbI0g6K8RQ	0.0014	0.0119	0.9867
130	18	3.958730363703378e+17	266295169.0	0.0	0.0	0.0	0.0			the back of my cousins' head is in the new #WolfOfWallStreet trailer, so yeah... he's kind of a big deal	0.0696	0.7146	0.2158
131	19	3.9585384800874086e+17	108293423.0	0.0	0.0	0.0	0.0			#LeonardoDiCaprio in the #WolfofWallStreet - Trailer #2 &gt;&gt; http://t.co/1oRAGKB8nA http://t.co/az9rEJeUM4	0.0026	0.7876	0.2098
132	20	3.958165649411564e+17	115775895.0	0.0	0.0	1.0	0.0			The #WolfOfWallStreet is #CatchMeIfYouCan grown up, and also - I'm presuming - not based on a real story	0.8347	0.1524	0.0129
133	21	3.957498118841385e+17	1160463846.0	0.0	0.0	0.0	0.0			Check out http://t.co/GDJBacEuYv to see the new #trailer for #WolfOfWallStreet . Spoiler... It looks amazing!	0.0016	0.0174	0.9811
134	22	3.957491601983693e+17	1013770369.0	0.0	0.0	0.0	0.0	3.95745840494805e+17	replied_to	@wolfofwallst can't friggin wait!! #wolfofwallstreet	0.0025	0.0151	0.9824
135	23	3.9573845617895424e+17	169739245.0	0.0	0.0	0.0	0.0			New #WolfOfWallStreet trailer!!!! Via @IGN http://t.co/WwEEdVsDXe	0.0023	0.2138	0.7839
136	24	3.9573299858415616e+17	25442307.0	1.0	0.0	0.0	0.0			Here's another #WolfOfWallStreet taster: http://t.co/sRt3qN7tOr @LeoDiCaprio @JonahHill #ChristmasDay #Excited #Mornings9	0.0014	0.019	0.9796
137	25	3.957280934257296e+17	255314414.0	0.0	0.0	0.0	2.0	3.957173862773719e+17	retweeted	RT @JonSchnepp: Wednesday @AMCMovieNews  with @johncampea and I talking about #WolfOfWallStreet, Spiderman 2, Patiend Z and more: http://t.…	0.0034	0.8777	0.119
138	26	3.957181120681083e+17	28874519.0	0.0	0.0	0.0	2.0	3.957173862773719e+17	retweeted	RT @JonSchnepp: Wednesday @AMCMovieNews  with @johncampea and I talking about #WolfOfWallStreet, Spiderman 2, Patiend Z and more: http://t.…	0.0034	0.8777	0.119
139	27	3.957173862773719e+17	329313503.0	1.0	0.0	1.0	2.0			Wednesday @AMCMovieNews  with @johncampea and I talking about #WolfOfWallStreet, Spiderman 2, Patiend Z and more: http://t.co/dxv6RPYTpc	0.0027	0.8001	0.1973
140	0	4.069340427400233e+17	119553595.0	0.0	0.0	0.0	1.0	4.069283686683853e+17	retweeted	RT @jennasantenna: #WolfOfWallStreet screening @SAGFoundation !	0.0087	0.9341	0.0572
141	1	4.06931718356992e+17	38620483.0	1.0	0.0	0.0	0.0			#WolfofWallStreet is going to be one hell of a movie #money and #power is what we all want #bigdreams #dontcomecheap #CNBC #FOXBusiness	0.0052	0.0385	0.9563
142	2	4.069308729115525e+17	63219844.0	1.0	0.0	1.0	1.0			The BEST FILM IVE SEEN ALL YEAR. period. Man!!!! #wolfofwallstreet #movies #actors http://t.co/A2eVGa8yG7	0.0033	0.0096	0.9871
143	3	4.069290418877481e+17	74794254.0	1.0	0.0	0.0	0.0			#WolfofWallStreet commercial. Jonah Hill looks like a possible contender for a Oscar.	0.0054	0.0958	0.8988
144	4	4.06926553134932e+17	37708572.0	1.0	0.0	0.0	0.0			Just saw the trailer for @wolfofwallst on @USA_Network - movie looks awesome!  Definitely seeing it opening day!  #wolfofwallstreet	0.0019	0.01	0.9882
145	5	4.068767055176253e+17	14094131.0	0.0	0.0	0.0	540.0	4.053759052098028e+17	retweeted	RT @DarrenAronofsky: scorsese latest #WolfOfWallStreet hilarious, gutwrenching. @LeoDiCaprio fearless, brave, brilliant @JonahHill revelati…	0.0055	0.0491	0.9454
146	6	4.068682614189793e+17	1589251639.0	1.0	0.0	0.0	0.0			#WolfofWallStreet sounds quite Citizen Kane-y to me; the rise and fall of a wealthy man, acclaimed director and lead actor.	0.165	0.7178	0.1172
147	7	4.0685052687026586e+17	303913211.0	1.0	0.0	0.0	0.0			U need to go see #wolfofwallstreet	0.0162	0.6746	0.3091
148	8	4.068337762080031e+17	93188265.0	1.0	0.0	0.0	0.0	4.051285243793244e+17	replied_to	RT @ronauteur: New #WolfOfWallStreet poster http://t.co/ordY9orXlP &lt; 👌	0.0043	0.683	0.3126
149	9	4.068281809015931e+17	220308248.0	0.0	0.0	0.0	540.0	4.053759052098028e+17	retweeted	RT @DarrenAronofsky: scorsese latest #WolfOfWallStreet hilarious, gutwrenching. @LeoDiCaprio fearless, brave, brilliant @JonahHill revelati…	0.0055	0.0491	0.9454
150	10	4.068221352276296e+17	600497429.0	1.0	0.0	0.0	0.0			Too many movies I want to see this season the short list: #Frozen #SavingMrBanks #WolfOfWallStreet #AmericanHustle #CatchingFire What else?	0.0542	0.4006	0.5451
151	11	4.068172781942252e+17	579397454.0	0.0	0.0	0.0	0.0			Best Google Image Search Ever: #WolfOfWallStreet gifs http://t.co/qvOrSjSeOP	0.0024	0.0217	0.9758
152	12	4.068105201848402e+17	27740408.0	2.0	0.0	0.0	0.0			I really want to watch movies with quality. Hunger Games Catching Fire started up my addiction /: #WolfOfWallStreet	0.0286	0.2052	0.7662
153	13	4.068081500846817e+17	109236829.0	0.0	0.0	0.0	540.0	4.053759052098028e+17	retweeted	RT @DarrenAronofsky: scorsese latest #WolfOfWallStreet hilarious, gutwrenching. @LeoDiCaprio fearless, brave, brilliant @JonahHill revelati…	0.0055	0.0491	0.9454
154	14	4.0679741227218125e+17	249321159.0	1.0	0.0	0.0	0.0			The new Leo movie looks awesome.#WolfOfWallStreet	0.0022	0.0118	0.986
155	15	4.067972467439903e+17	1974890844.0	1.0	0.0	0.0	0.0			I can't wait to Xmas weekend #WolfOfWallStreet	0.0019	0.0118	0.9863
156	16	4.06793648169173e+17	85322083.0	0.0	0.0	0.0	2.0	4.067808188795699e+17	retweeted	RT @MikeObrienFilm: Despite the cuts, 'The Wolf of Wall Street' is Scorsese's longest film to date. It runs 2 hours and 59 minutes. #WolfOf…	0.0041	0.286	0.7099
157	17	4.0678518085505024e+17	12757912.0	0.0	0.0	0.0	2.0	4.067808188795699e+17	retweeted	RT @MikeObrienFilm: Despite the cuts, 'The Wolf of Wall Street' is Scorsese's longest film to date. It runs 2 hours and 59 minutes. #WolfOf…	0.0041	0.286	0.7099
158	18	4.067808188795699e+17	106647962.0	1.0	0.0	0.0	2.0			Despite the cuts, 'The Wolf of Wall Street' is Scorsese's longest film to date. It runs 2 hours and 59 minutes. #WolfOfWallStreet	0.0047	0.1938	0.8015
159	19	4.067767915847434e+17	853815708.0	1.0	0.0	0.0	0.0			I forgot that Leonardo DiCaprio's movie is now in theaters! Can't wait to see it! #WolfOfWallStreet 😏☺️	0.0018	0.0109	0.9874
160	20	4.067503954329641e+17	745129934.0	0.0	0.0	0.0	0.0			Really want to see #wolfofwallstreet Idc Leonardo is still fit	0.0067	0.0762	0.9171
161	21	4.067488630230508e+17	61311962.0	0.0	0.0	0.0	540.0	4.053759052098028e+17	retweeted	RT @DarrenAronofsky: scorsese latest #WolfOfWallStreet hilarious, gutwrenching. @LeoDiCaprio fearless, brave, brilliant @JonahHill revelati…	0.0055	0.0491	0.9454
162	22	4.067375824881828e+17	47202467.0	0.0	0.0	0.0	540.0	4.053759052098028e+17	retweeted	RT @DarrenAronofsky: scorsese latest #WolfOfWallStreet hilarious, gutwrenching. @LeoDiCaprio fearless, brave, brilliant @JonahHill revelati…	0.0055	0.0491	0.9454
163	23	4.066976164966564e+17	50001642.0	0.0	0.0	0.0	540.0	4.053759052098028e+17	retweeted	RT @DarrenAronofsky: scorsese latest #WolfOfWallStreet hilarious, gutwrenching. @LeoDiCaprio fearless, brave, brilliant @JonahHill revelati…	0.0055	0.0491	0.9454
164	24	4.066770087738327e+17	22279151.0	0.0	0.0	0.0	0.0			Brilliant marketing #wolfofwallstreet #film #filmmaking #sagaftra #awardsseason http://t.co/Cu6LPOPyaA	0.0036	0.0523	0.9441
165	25	4.066617512673936e+17	395085696.0	1.0	0.0	0.0	0.0			Time to book it! #WolfOfWallStreet #PaloAlto http://t.co/B5JjBLtXms	0.0037	0.4858	0.5105
166	26	4.066526390706749e+17	40162715.0	0.0	0.0	0.0	0.0			Movies I still want to see in 2013: #Frozen @AmericanHustle #WolfOfWallStreet @OutOfTheFurnace #Her #GrudgeMatch #TheSecretLifeOfWalterMitty	0.0102	0.5275	0.4624
167	27	4.066255324076073e+17	1928773033.0	1.0	0.0	0.0	0.0			So the whole #WolfOfWallStreet @MPAA deal...still don't get the big deal over sex. Let Scorsese do what he wants. Jeez.	0.8219	0.1664	0.0117
168	0	4.181693691986166e+17	98228217.0	0.0	0.0	0.0	0.0			Maybe seeing #WolfOfWallStreet tonight. It is so long the year will change while I'm watching it.	0.0268	0.4138	0.5594
169	1	4.181691137986683e+17	226572540.0	1.0	0.0	0.0	0.0			#LT But something tells me blowing coke up hookers asses with a straw will not be getting DiCaprio his first Oscar hahaha #WolfOfWallStreet	0.3953	0.4414	0.1633
170	2	4.18167683591336e+17	918122052.0	0.0	0.0	0.0	0.0			Happy #NewYears every one, I'm going to see #wolfofwallstreet again then hitting the bars.	0.0015	0.0206	0.9778
171	3	4.181674778732831e+17	372487870.0	5.0	0.0	2.0	1.0			Will seeing #BlueIsTheWarmestColor while detoxing from #wolfofwallstreet give me too much #feministrage?	0.3309	0.6213	0.0478
172	4	4.18167043230548e+17	1423477045.0	0.0	0.0	0.0	0.0			Leo needs to win best actor for #wolfofwallstreet #amazing	0.0053	0.0464	0.9483
173	5	4.181660432115999e+17	20842326.0	1.0	0.0	0.0	0.0			#wolfofwallstreet best film I've seen in a very very long time	0.0027	0.0108	0.9865
174	6	4.181652295082312e+17	17872188.0	1.0	0.0	0.0	0.0			#NowWatching #wolfofwallstreet Leo is the GOAT http://t.co/dBJGrHHoxG	0.0039	0.2193	0.7768
175	7	4.181649102378107e+17	44566806.0	0.0	0.0	0.0	0.0			@rainnwilson with all your tweets re: #WolfofWallStreet I've realized you're a much cooler Dwight. #imeanthatasacompliment	0.0166	0.1393	0.8441
176	8	4.181646581685412e+17	24777855.0	0.0	0.0	0.0	0.0			Went to see #wolfofwallstreet.	0.0077	0.6657	0.3266
177	9	4.181639518858896e+17	82642760.0	0.0	0.0	0.0	0.0			Entertaining movie. #WolfOfWallStreet	0.0029	0.0159	0.9812
178	10	4.18163331740885e+17	1912460227.0	0.0	0.0	0.0	0.0			#wolfofwallstreet is the movie of the year	0.0067	0.074	0.9194
179	11	4.181623807663432e+17	1160931098.0	0.0	0.0	0.0	0.0			#WolfofWallStreet was great.	0.0037	0.0144	0.9819
180	12	4.181601506884403e+17	35256159.0	0.0	0.0	0.0	0.0			I'm saying it... #wolfofwallstreet was everything I wanted #AmericanHustle to be. No one does Marty better than Marty!!	0.0053	0.0247	0.9699
181	13	4.181596985932022e+17	1140908538.0	0.0	0.0	0.0	0.0			2013 was the year of #gangnamstyle.  2014 is going to be the year of #wolfstyle @RichRSimons #wolfofwallstreet #totaldomination	0.0129	0.6517	0.3354
182	14	4.181592995135734e+17	1102932006.0	0.0	0.0	0.0	0.0			Happy New Year #NewYearsMEGAMIX #NYE #WallStreet #wolfofwallstreet #forex #trading #pips #NewYork #nyc http://t.co/5REQKmb8hZ	0.0022	0.0514	0.9464
183	15	4.18157896405246e+17	432152735.0	0.0	0.0	0.0	0.0			@boxofficemojo Loved Watching #wolfofwallstreet @LeoDiCaprio  Did an awesome job, I am giving this movie A++++++++++++++++++ Great Movie.	0.0034	0.0078	0.9888
184	16	4.1815753810683085e+17	20659086.0	0.0	0.0	0.0	0.0	4.181432674697953e+17	replied_to	@MEGAMarketingNW Let me know what you think when you see it. #WolfofWallStreet	0.0192	0.8875	0.0933
185	17	4.181571783617618e+17	148858940.0	0.0	0.0	0.0	0.0			#wolfofwallstreet was #dope with jacmarvin http://t.co/WJRjNI3xDl	0.0079	0.4959	0.4961
186	18	4.1815699921423565e+17	332500439.0	1.0	0.0	0.0	0.0			#wolfofwallstreet using 'fuck' 506 in times in 3 hours is impressive, but my use of the word in that timeframe is much worse.	0.8529	0.1247	0.0224
187	19	4.181569738974249e+17	87241708.0	0.0	0.0	0.0	0.0			About to watch #wolfofwallstreet	0.0067	0.8416	0.1517
188	20	4.1815536419905946e+17	307638906.0	1.0	0.0	0.0	0.0			Oh Leo, Leo, Leo... #wolfofwallstreet	0.0186	0.4859	0.4955
189	21	4.181543160592507e+17	139127702.0	0.0	0.0	0.0	0.0			Maybe I should read some of this #wolfofwallstreet stuff... #peoplereallyseemtohateit	0.6815	0.2925	0.026
190	22	4.181539180537692e+17	42045968.0	0.0	0.0	0.0	0.0			Mmmmmmm (pounds chest) mmmmmmm mmmmmm #wolfofwallstreet	0.014	0.749	0.237
191	23	4.1815342961408e+17	347394955.0	1.0	0.0	0.0	0.0			About to go see #wolfofwallstreet gonna be the last movie I watch this year	0.1017	0.5688	0.3295
192	24	4.181528779288822e+17	30086232.0	0.0	0.0	0.0	1.0	4.181522826522788e+17	retweeted	RT @aptendy33: @LeoDiCaprio deserves to win best actor for his performance in #wolfofwallstreet Fantastic movie, be choked if he doesn't	0.0084	0.0262	0.9654
193	25	4.181528007033569e+17	30086232.0	0.0	0.0	0.0	0.0			Just saw #wolfofwallstreet....phenomenal movie!  Leo was amazing!	0.0036	0.0087	0.9877
194	26	4.181524783753093e+17	139127702.0	0.0	0.0	1.0	0.0			Time to read all the posts I've favorited about #wolfofwallstreet	0.0064	0.2853	0.7082
195	27	4.181522826522788e+17	202351821.0	0.0	0.0	0.0	1.0			@LeoDiCaprio deserves to win best actor for his performance in #wolfofwallstreet Fantastic movie, be choked if he doesn't	0.0095	0.027	0.9634
196	0	4.294036089969132e+17	1173062412.0	0.0	0.0	0.0	0.0			Wolf Of Wall Street was ruddy brilliant! A must watch for all you film fanatics! #wolfofwallstreet #fantastic	0.0025	0.009	0.9885
197	1	4.294034533001544e+17	153620519.0	1.0	0.0	0.0	0.0	4.2934698558253056e+17	replied_to	“@Dec_Fox: Date night @Kristal_katie 👫❤️#wolfofwallstreet Happy Chinese New Year 😁🎎🎊”🙈😂✌️	0.0019	0.0191	0.9789
198	2	4.2940331456096256e+17	313198885.0	0.0	0.0	1.0	0.0			I fuked here brains out for 11 seconds hahaha #wolfofwallstreet	0.531	0.2803	0.1887
199	3	4.2940302736439296e+17	146952925.0	2.0	0.0	0.0	0.0			"3 fucking hours?!?!? Seriously ????
This shot was longer than Hobbit!
#wolfofwallstreet"	0.8488	0.1205	0.0307
200	4	4.2940292553927066e+17	465847642.0	2.0	0.0	1.0	0.0			If @LeoDiCaprio doesn't win an oscar for #wolfofwallstreet there is something wrong with this world we live in!! 🙏👏🙌	0.5084	0.2645	0.2271
201	5	4.294024033358397e+17	221036886.0	0.0	0.0	0.0	1.0	4.293942273454899e+17	retweeted	RT @FabAge: Man. The movie long. #Wolfofwallstreet	0.034	0.5212	0.4448
202	6	4.294022119913185e+17	402849589.0	0.0	0.0	0.0	0.0			This has just made my night #wolfofwallstreet http://t.co/bO3u8lRsWb	0.0024	0.0122	0.9854
203	7	4.294020608327844e+17	106586095.0	0.0	0.0	0.0	0.0			Leo is practically wolfy. #wolfofwallstreet #review	0.1404	0.7061	0.1535
204	8	4.2940096596883866e+17	20775197.0	0.0	0.0	1.0	0.0	4.293996516207493e+17	replied_to	@LeanneForshaw you were injured.... I'm certain he forgives you #wolfofwallstreet	0.2277	0.5881	0.1842
205	9	4.294008102888653e+17	377440244.0	0.0	0.0	0.0	0.0			Loved #wolfofwallstreet	0.0036	0.0179	0.9785
206	10	4.294005694225531e+17	383278080.0	0.0	0.0	0.0	0.0			A bit on the long side but nicely done and very entertaining #wolfofwallstreet	0.0029	0.0262	0.9709
207	11	4.2940053973908685e+17	1337917980.0	0.0	0.0	1.0	0.0			UGH I wish @Erwinanne lived here so we could go see @kylechandler in #WolfOfWallStreet	0.1613	0.4057	0.433
208	12	4.294002711991542e+17	164583315.0	0.0	0.0	0.0	0.0			@LeoDiCaprio #wolfofwallstreet what a fantastic film and very funny (country club) extremely great acting.	0.0037	0.0093	0.987
209	13	4.2940026532295066e+17	338534095.0	1.0	0.0	0.0	0.0			"""I've been rich and I've been poor and I choose rich EVERY FUCKING TIME"" #wolfofwallstreet"	0.6105	0.2822	0.1073
210	14	4.2939986286270464e+17	560660169.0	1.0	0.0	0.0	0.0			Just sold myself a drink #wolfofwallstreet #sicksalesman #salesmancity	0.0566	0.6458	0.2976
211	15	4.293996516207493e+17	17024216.0	1.0	0.0	1.0	0.0			Dear Leo. I'm sorry for waiting two weeks to see possibly your greatest ever performance. #wolfofwallstreet	0.0745	0.1645	0.761
212	16	4.293995802165494e+17	293972969.0	0.0	0.0	0.0	0.0			Chose #wolfofwallstreet as thought it would be less depressing than #12YearsASlave Not sure it was, really......	0.6666	0.2803	0.0531
213	17	4.293994363523195e+17	41365286.0	0.0	0.0	0.0	0.0			Watched #wolfofwallstreet today, very enjoyable if you can disengage from the characters. #Her still the best film of 2013 in my opinion.	0.003	0.0175	0.9795
214	18	4.2939826044144026e+17	20984857.0	0.0	0.0	1.0	0.0			@stephicampbell please don't tell me Leo has sex with Joanna Lumley?! #wolfofwallstreet	0.5338	0.4422	0.024
215	19	4.29397948305535e+17	298735976.0	0.0	0.0	0.0	0.0			Now I know why #wolfofwallstreet is an 18 :-|	0.7559	0.2173	0.0268
216	20	4.293977519320187e+17	157037372.0	0.0	0.0	0.0	0.0			I KNEW it! The lion was there first! #wolfofwallstreet #vfxbreakdown http://t.co/cBoxyLctdm	0.0404	0.5294	0.4302
217	21	4.29397691437953e+17	74239144.0	0.0	0.0	0.0	0.0			Watching #WolfOfWallStreet again ..well because ....Leo😍 #agirlcandream	0.0033	0.0508	0.9459
218	22	4.293976551656325e+17	41556809.0	0.0	0.0	0.0	0.0			Another great Leo dicaprio film love him #wolfofwallstreet	0.0032	0.0134	0.9834
219	23	4.293971376933437e+17	2212901899.0	0.0	0.0	0.0	48231.0	4.191983750539018e+17	retweeted	RT @justinbieber: movies to see this weekend. #BelieveMovie and #wolfofwallstreet.	0.003	0.5782	0.4188
220	24	4.293965531919196e+17	351145211.0	0.0	0.0	0.0	0.0			#wolfofwallstreet Mr.StockBroker Winning Film!	0.0046	0.0834	0.912
221	25	4.293962048885228e+17	227669820.0	0.0	0.0	1.0	0.0			how leo still looks like god when dribbling and crawling across the floor like a dinosaur is beyond me! #wolfofwallstreet	0.5411	0.3547	0.1043
222	26	4.293961810607063e+17	577207995.0	0.0	0.0	0.0	1.0	4.293932953711411e+17	retweeted	RT @coolbthewizard: when life gives you lemmons.....#wolfofwallstreet	0.0187	0.882	0.0993
223	27	4.293960328168243e+17	22249960.0	0.0	0.0	0.0	0.0			I have a sudden urge to do hard drugs #WolfOfWallStreet	0.3637	0.5395	0.0969
224	0	4.39550416335147e+17	107313699.0	4.0	0.0	0.0	1.0			Oscar talk w #WolfofWallStreet actor @pj_Byrne. Which movie do u think will win? #Oscar #Ellen #BeautyBib http://t.co/dreR9wsb4h	0.0066	0.8309	0.1625
225	1	4.3954972089020006e+17	150947785.0	0.0	0.0	0.0	0.0			#TwelveYearsASlave, #AmericanHustle, and #WolfOfWallStreet are the movies I HAVE to see !	0.0053	0.0995	0.8952
226	2	4.3954891828035584e+17	140534258.0	0.0	0.0	0.0	0.0	4.3950042351140864e+17	replied_to	@jauntingjourno I hear you. Just warning you it does feel like three long hours of lots of highs and lows #wolfofwallstreet #Oscars2014	0.2812	0.5433	0.1754
227	3	4.395486103894876e+17	2179078130.0	0.0	0.0	0.0	48231.0	4.191983750539018e+17	retweeted	RT @justinbieber: movies to see this weekend. #BelieveMovie and #wolfofwallstreet.	0.003	0.5782	0.4188
228	4	4.395473510455214e+17	346276934.0	0.0	0.0	0.0	1.0	4.395472880596746e+17	retweeted	RT @court_karpiej: So excited to see #wolfofwallstreet with @staszowski @SarahCimz and @daniellethorpie 😁	0.0012	0.0095	0.9893
229	5	4.395472880596746e+17	377095815.0	2.0	0.0	0.0	1.0			So excited to see #wolfofwallstreet with @staszowski @SarahCimz and @daniellethorpie 😁	0.0013	0.0087	0.9899
230	6	4.395455621161288e+17	121259701.0	0.0	0.0	0.0	0.0			"#wolfofwallstreet was a tremendous piece of cinema. 
Di Caprio is OUTSTANDING!!"	0.0054	0.0174	0.9772
231	7	4.395440934890045e+17	416643299.0	0.0	0.0	0.0	0.0			When life gives you lemons 😬😄 lol #wolfofwallstreet #toofunny	0.0275	0.333	0.6395
232	8	4.395435804585165e+17	74588400.0	0.0	0.0	0.0	0.0			At some point, I thought it was never gonna end. #wolfofwallstreet	0.5512	0.4046	0.0442
233	9	4.395433688852398e+17	182895073.0	0.0	0.0	0.0	0.0			There is only one wolf http://t.co/RHiYuNG6t8 @TheAcademy @OscarsAwards #Oscars #WolfOfWallStreet @LeoDiCaprio @TheWolfofWallSt	0.0094	0.7472	0.2434
234	10	4.395423473624842e+17	107735275.0	7.0	0.0	0.0	1.0			After #wolfofwallstreet ... Every Tom, Dick and Harry wants to be wolf of something! Wolf of Chelsea, Hackney, Essex ... Fml 😂	0.4181	0.486	0.0959
235	11	4.395421601958748e+17	299614662.0	0.0	0.0	0.0	0.0			fancy Leonardo DiCaprio so much more now 😍😍 #wolfofwallstreet	0.0029	0.0287	0.9684
236	12	4.395398723200778e+17	849558128.0	0.0	0.0	0.0	0.0			#Oscars = #wolfofwallstreet #wolfofwallstreet  #wolfofwallstreet  #wolfofwallstreet  #wolfofwallstreet  #wolfofwallstreet  it has to be!	0.1281	0.6506	0.2213
237	13	4.3953832633358746e+17	419767039.0	0.0	0.0	0.0	0.0			The wolf of Wall Street was class highly recommend it #wolfofwallstreet #LeonardoDiCaprio	0.0034	0.0281	0.9685
238	14	4.395361476610621e+17	371783794.0	0.0	0.0	0.0	1.0	4.395216853779333e+17	retweeted	RT @EmaStainthorpe: Well after #WolfOfWallStreet and now #TheGreatGatsby if I wasn't already head over heels for Leo I am now 💘	0.0044	0.0511	0.9445
239	15	4.395352181278269e+17	2371597473.0	0.0	0.0	0.0	56.0	4.38141414409384e+17	retweeted	RT @YahooMovies: Looking back at @LeoDiCaprio's greatest roles, from 'Gilbert Grape' to #wolfofwallstreet: http://t.co/h4bYKPOJHh http://t.…	0.0024	0.1863	0.8114
240	16	4.395351550073488e+17	1008350096.0	0.0	0.0	0.0	1.0			"#Writing #Character Type
#Visionary
#Jobs
#Pi
#WolfOfWallStreet

http://t.co/ozUMb2J2FR
#ff @GoIntoTheStory #WriteNow"	0.0375	0.8011	0.1614
241	17	4.395334212502487e+17	48160618.0	0.0	0.0	0.0	0.0			Happy Friday! #oscars #oscarweekend #wolfofwallstreet http://t.co/4Dui8mMqLG	0.0013	0.0107	0.9881
242	18	4.3953307516144026e+17	969766958.0	0.0	0.0	0.0	0.0			Movie is so long! So good though! #drugs #rich #money #wolfofwallstreet	0.0061	0.025	0.9688
243	19	4.3953271044993024e+17	91018208.0	0.0	0.0	0.0	0.0			#wolfofwallstreet Brill film! I saw glimmers of legend Jack Nicholson in Leonardos performance, so good! Fab cast, fab film. #believethehype	0.0028	0.0087	0.9885
244	20	4.395318880853074e+17	579725685.0	0.0	0.0	0.0	0.0			Finally got to watch #WolfOfWallStreet!  its a great movie but far too long #thumbsup	0.0083	0.0281	0.9636
245	21	4.395317669706056e+17	2308597599.0	0.0	0.0	0.0	0.0			Went to see #wolfofwallstreet tonight-loved it!! Great story, great acting, great film....#amazing	0.0037	0.0078	0.9885
246	22	4.395312528873554e+17	1102303260.0	0.0	0.0	1.0	0.0	4.3952539307096064e+17	replied_to	@adamemccann @fivethirtyeight @tableau I think you're right on, though I was hoping that @LeifThomas96 #wolfofwallstreet would score higher!	0.0107	0.1025	0.8868
247	23	4.395304389365023e+17	349268076.0	0.0	0.0	0.0	0.0			Finishing off #wolfofwallstreet with a cold beer with @TessBefuddled	0.0048	0.5858	0.4094
248	24	4.395290500426875e+17	85904531.0	0.0	0.0	0.0	0.0			My review of the #Oscar nominated film #WolfOfWallStreet You still have time to see it before Sunday! #TracysTake http://t.co/2ZyKIWUGS9	0.0029	0.2286	0.7685
249	25	4.395282516736778e+17	138517892.0	0.0	0.0	0.0	0.0			'Wolf of Wall Street' to Win Best Picture Oscar, Internet Predicts http://t.co/j79gygy2Hw #wolfofwallstreet #oscars2014 #socialmedia	0.006	0.679	0.3151
250	26	4.3952725211231846e+17	51490656.0	0.0	0.0	1.0	0.0	4.3952320395923456e+17	replied_to	@LisaLongLA - great question.  Personally i am a #Gravity fan, but #wolfofwallstreet and #12YearsASlave are contenders too.	0.0035	0.0371	0.9594
251	27	4.395272054049464e+17	421271650.0	0.0	0.0	1.0	0.0			#cinema! :) #scorsese #wolfofwallstreet (@ Empire for The Wolf of Wall Street) http://t.co/KEEzJLOCQu	0.0013	0.0709	0.9278
252	0	4.507845973079532e+17	1194456608.0	0.0	0.0	0.0	0.0			Arya is peacefully sleeping to some  lullabies. Time to watch #wolfofwallstreet and relax.	0.0062	0.2327	0.7611
253	1	4.507842310990848e+17	296524236.0	4.0	0.0	1.0	0.0			Watching #wolfofwallstreet for the 3rd time. This movie is sick!! Can't get enough of Leo. 😍	0.003	0.01	0.987
254	2	4.50783967138943e+17	368789421.0	1.0	0.0	0.0	0.0			It's Leo time! #WolfofWallStreet	0.0048	0.202	0.7932
255	3	4.507838798596833e+17	522733956.0	7.0	0.0	1.0	1.0			Bonding time with the little bro #WolfOfWallStreet	0.0057	0.4498	0.5445
256	4	4.507832353171702e+17	468348402.0	0.0	0.0	0.0	0.0			"iam still sad because leo made a great movie nd he didnt get an oscar 
#wolfofwallstreet"	0.8428	0.1303	0.0269
257	5	4.507819662713856e+17	75296244.0	0.0	0.0	0.0	0.0			"I described the opening scene from #wolfofwallstreet to my mom.  Mom: ""You can do that?"""	0.0223	0.7611	0.2166
258	6	4.507819360891945e+17	842734368.0	0.0	0.0	0.0	0.0			Finally #wolfofwallstreet	0.0072	0.3032	0.6896
259	7	4.507816045797949e+17	259949041.0	0.0	0.0	0.0	1.0	4.499358894985298e+17	retweeted	RT @jillianoyler: I've got a hangover just from watching #wolfofwallstreet	0.506	0.4256	0.0684
260	8	4.507808550954148e+17	1016834299.0	1.0	0.0	0.0	0.0			Had to buy it! #wolfofwallstreet @LeoDiCaprio http://t.co/Fz7DEt1fL4	0.0059	0.1891	0.805
261	9	4.5078014246639616e+17	560672341.0	0.0	0.0	0.0	1.0	4.507460595646505e+17	retweeted	"RT @gigglygracie: ""Moby fucking dicks""- Robert Deniro #wolfofwallstreet #wallstreet Lollll @smokesumsydney 😂 loving this movie"	0.0398	0.149	0.8113
262	10	4.5077940812763136e+17	259949041.0	0.0	0.0	0.0	0.0			After watching the #WolfOfWallStreet I felt like cussing a lot today. Glad snorting coke off a hooker's ass wasn't on my to do list though!	0.8717	0.1	0.0282
263	11	4.5077727259777024e+17	255736852.0	0.0	0.0	0.0	2.0	4.507636070729892e+17	retweeted	RT @KMullins4: I watched #WolfofWallStreet last night and now I hate my life.	0.9285	0.0646	0.0069
